tid	uid	text	date	gender	age	city	state	country	ethnicity	label
8264886585395224323	2525064618094763221	querido amig @ godinez hoy se vale que tu café lleve piquete de vodka . ¡ chingale te lo mereces ! — ningún jefe en su perra vida	2018-1-12	x	x	x	x	x	x	0
8257875862520957026	-3269881218438978706	desde siempre y para siempre 👑 ❤ ♾ hashtag hashtag hashtag hashtag hashtag hashtag hashtag url	2018-8-4	x	x	Barcelona	Catalonia	1	x	0
-6402245303096252016	-3427230274466240441	user vos callate zorra ! ! ! jajaja	2017-12-14	x	x	x	x	x	x	1
407751742400680722	-3053339381001921533	asi es nuestro periodismo ! dais asco ! no mereceis q os llamen profesionales ! “ golfa , perra ” : el último testimonio po … url	2018-1-1	x	x	x	x	1	x	0
-5913506533594164624	2647109742455437210	hashtag la inmigración ilegal en melilla ofrece datos preocupantes : un 40 % más en 2018 url url	2018-8-6	x	x	Madrid	Community of Madrid	1	x	0
-5011916535783433450	-5679791693199355048	el reggaeton árabe de los anuncios de youtube no juega carro .	2018-8-6	0	1	x	x	x	1	0
-1634755288179836370	-8641210330064179029	user hierba mala nunca muere , dicen . es un pedazo de imbecil que ojala le cerraran el canal . es el logan / jake paul español . escoria	2018-1-3	1	1	Barcelona	Catalonia	1	0	0
-5703850557415370795	2547393473426901904	user / / que no te pego una pegatina en la cara no más	2017-12-30	1	1	x	x	x	0	0
8952344632919125287	-7701235553641499435	user user tu puta madre no te queria ofender.pero te lo mereces .	2017-12-11	x	x	Mexico City	Mexico City	0	x	0
1332800010808107526	-3913986096767439930	user user callate hijo de puta , sos el primero en justificar y promover esta mierda .	2017-12-18	x	x	San Luis	San Luis Province	0	x	0
2329433365359967030	2745055304894843156	los 5 minutos d gloria de una asociación gracias a hashtag 2 ediciones del hashtag ofrecieron amplia cobertura a … url	2018-8-1	x	x	x	x	x	x	0
-2085387548032448935	-6925539944143929372	🌹 “ el gobierno ha reforzado el sistema nacional de protección internacional y de acogida al aprobar una oferta de e … url	2018-8-5	1	0	San Vicente de la Sonsierra	La Rioja	1	0	0
-2537681865551754798	-4790490970538392151	pura locura estos arabes ! hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag url	2018-8-4	x	x	x	x	0	x	0
-216713072402339847	-6394160474313501905	user user user user sería para partirse la polla si ahora yo pongo que todas las mujeres son basura .	2018-1-12	0	0	Madrid	Community of Madrid	1	1	1
-3877066634241839821	-2647516150784410991	user user user cállate puta perra después quieres que nosea mamón contigo puta perra deja de creerte … url	2017-12-24	x	x	x	Tver Oblast	0	x	1
-9188237224133485862	313710155950545589	a los inmigrantes ilegales hay que deportarlos a su pais de origen ¡ ¡ ya ! ! - el gobierno creará un mando único polic … url	2018-8-5	x	x	Barcelona	Catalonia	1	x	1
-2106543945618760747	3522834495636983674	y si tú eres uno de los amigos que le celebra el comportamiento de esos hombres eres cómplice del acoso sexual .	2017-12-12	0	1	x	x	0	0	0
3437233879840081496	2803823058922388651	pffffffft . ya wish , güera .	2018-7-31	1	0	New York	New York	0	0	1
-1897832772411256028	3823550382104682603	user aaaaa callate maldita perra que vos tambien me tenes abandonada	2018-1-10	1	1	Buenos Aires	Buenos Aires	0	0	1
4328816337090550896	-5487596190933430081	afirmo con enojo que su forma está haciendo tonterías y mal acoso en japón . url	2017-12-16	0	0	x	x	x	1	0
4901327481949445441	3048870858721184283	— machista ! — machista ¡ ¿ yo ? ! — machista dios que os hizo inferiores	2013-6-29	x	x	x	x	x	x	1
8881128904656804006	-2375199034551422879	user es verdad ... yo siempre acoso a mujeres de faldas hasta la rodilla y botas baqueras ! ! y el peinado tambien influye muchisimo ...	2018-1-11	0	0	x	Araucania	0	1	1
-173493784003071495	-4148452707635362074	en estas noticias siempre me voy a leer el final . sí . ahí donde pone eso de : " ... un individuo de origen magrebí ... … url	2018-8-3	0	0	x	x	x	0	1
4309484678265933574	95634842996597471	user user os merecéis que la fiscalía actúe de oficio por un delito de acoso laboral . algún día … url	2017-12-12	1	0	Madrid	Community of Madrid	1	0	0
6007197239525442207	1101432555090755054	user suele pasar , te tengo que enseñar uno donde 600 comentarios de 700 me dicen lo mismo , qué puta risa ! !	2017-12-16	1	0	Murcia	Region of Murcia	1	1	0
3989154961565973327	-3022637195825901260	me encanta mi vestido de mujerzuela zorra suripanta . no se los voa enseñar … aún .	2017-12-28	x	x	x	x	0	x	1
1399126158478722977	-186739742883589652	ya por fin con 98 % libre de puntas güeras url	2018-8-5	1	0	Hermosillo	Sonora	0	0	1
6495817562524800031	1578378146645047701	antojada de dulces árabes . .. baklava te pienso ... url	2018-8-3	1	0	Grand Prairie	Texas	0	0	0
-1669691247274552695	2547436220211131859	user nos turnamos para enseñarle la polla a granados en el comedor .	2017-12-19	x	x	x	x	x	x	0
-7579304144355123750	-7228670506907921621	menos mal que el ínclito marlasca nos ha abierto los ojos ! ! user tiene la culpa de la invasión de negrata … url	2018-7-31	x	x	x	x	x	x	1
-8697109816484313296	5355704454863787626	los árabes y similares con su doble moral es el reyno d los mayates donde la mujer la ven como una amenaza a sus co … url	2018-8-1	1	0	x	x	0	0	1
5901947231727044822	798622538896937707	se debería incluir en las escuelas la asignatura del islam , ya que para el 2050 españa será mayoría musulmana , y así empezar a adaptarse .	2018-8-1	x	x	x	x	x	x	1
-4921811727623543593	4990368783164833292	enferma hija de mil puta y la concha gorda que te pario soreta te mereces una muerte lenta y dolorosa , te odio te o … url	2017-12-18	0	0	x	x	x	0	1
372407286697506444	-7307608050364250752	como no lo cago a palos un abuelo o abuela . se lo merecía el hijo de puta . hashtag user espe … url	2017-12-21	x	x	x	x	x	x	0
925342687733653724	-5019181995171650478	user basta ! poned pie en pared a tanta provocación y cortad la humillación de estos cuatro hijos de perra ,	2017-12-16	1	0	x	x	x	1	0
854296162018219060	-473985819937143083	la opinión : ¿ por qué la industria agrícola no defiende a los trabajadores indocumentados que tanto depende ? . … url	2018-8-2	0	0	Tampa	Florida	0	1	0
1813768010191770205	154949097451481648	user diras ahora q es una patraña q tu eres un dios q eres incorrutible cpncha de tu puta madre ladron p … url	2017-12-30	x	x	x	x	x	x	0
-1520425399107141079	-1497340729562522109	alemania . chulo inmigrante musulmán ya sabe que es el fuerte en un país que ha claudicado . pronto levantarán a tu m … url	2018-8-5	x	x	Louisville	Kentucky	0	x	1
2147286829304938262	266841709207313979	una mujer denuncia acoso , abuso o violación y la mandan a la casa . despues quieren parar los femicidios poniendoles … url	2017-12-27	1	1	x	x	x	1	0
4032827803662412568	1327758674507337917	1 - acoso no es abuso ni violación 2 - naturalizar un acoso como si nada sin mediar palabra que retracte conductas no está ni un poco bueno	2017-12-24	1	0	x	Flanders	0	0	0
3366327253227520516	7964536211279858314	mi mamá hace empanadas árabes para el viernes . 180 la docena . el que quiera me avisa . es de carne tierna , lo hacemo … url	2018-8-1	0	0	Córdoba	Cordoba	0	1	0
-4185855557795282924	-5480733377220491594	user tu tya k es x la noxe k en teoria tu eres la lista menuda puta mikerda de roleplay estasmos ahciendo tus putosa meurtos afasa	2018-1-11	x	x	Alcala de Henares	Community of Madrid	1	x	0
-2464441200866819702	-1958994435843495232	" lena dunham prepara una serie sobre feminismo para hbo " afirman que se rodará integramente en una cocina . hashtag url	2015-10-15	x	x	x	x	x	x	0
1542252405794291720	-3297579967435992435	aprendí a decir algunas groserías en árabe y practiqué con un cliente que me súper cagó ☺	2018-8-6	1	1	Bogota	Bogota	0	1	0
5518642341196474124	-2068437664687359581	mira lo qie te digo . me da igual que sea gabacha , pero eso de ser weasley como que no .	2018-8-1	0	0	x	x	x	1	0
-4162872146193253805	3012816954053525952	así como a muchos les encabrona que les digan negros a mi tambien me encabrona y doble que me digan güera , para mí … url	2018-8-4	x	x	x	Sinaloa	0	x	1
-7220831652861458273	-4720071960694365298	me encanta lo guarra que eres , te follaria hasta provocarte un nuevo desgarro vaginal — si provocas un desgarro vag … url	2018-1-7	1	1	Córdoba	Andalusia	1	0	1
4589395363163151127	7599066980252364752	cuando venga a uruguay yo le voy a enseñar a decir " lo siento , perra " ahre url	2017-12-28	1	1	x	x	x	1	0
-8636285774527000965	7574738672519852506	creo que a partir de ahora empezare a subir videos a yt cagandome en la puta madre de todo el que se lo merezca , me … url	2017-12-28	1	0	x	x	x	0	0
-1975544303916127980	8644976253516500449	si somos sudacas que no se note ( ? ) url	2018-8-4	x	x	Córdoba	 Argentina	0	x	1
-1274692926574536661	6368827892105579253	user abu la puta amdew felicidades te lo mereces muchisimo	2017-12-16	1	0	x	x	x	1	0
4706802784908721737	-7223397145695681462	caricachupas 👏 🏼 👏 🏼 presenta 👏 🏼 👏 🏼 nombres de 👏 🏼 👏 🏼 taquerías chidas 👏 🏼 👏 🏼 por ejemplo 👏 🏼 👏 🏼 de cochinada 👏 🏼 👏 🏻 los cocuyos … url	2018-8-6	1	0	Mexico City	Mexico City	0	0	0
-486499340492173781	-3981490972933221552	user que panda de hijos de puta estáis hechos . el único sitio en el que merecía estar es entre rejas .	2017-12-25	x	x	x	x	x	x	0
-519215449830281598	5231455246546649865	user en tu culo . es mi polla .	2017-12-18	x	x	x	x	x	x	0
325281454407736632	1968283290075190402	user user cállate que es de mi pueblo puta zorra	2018-1-9	1	1	Adeje	Canary Islands	1	1	1
2811203676487454002	3909194975657634806	las nuevas ' autoridades ' de inmigración se lo dicen claro a user : " gibraltar no es una puerta de entrad … url	2018-8-6	x	x	x	x	0	x	0
-7988950944860011749	-3955618267820531108	user user callate la puta boca tio	2017-12-27	0	1	x	x	x	1	0
-255029540886195372	-3323195769555963106	user cállate , eres perfecto maldita sea no le hagas caso a la perra zorra de titán , que te valga puta verga lo que diga , aaaaaaaah	2018-1-10	x	x	x	x	x	x	1
3105619029747876647	5543853803787751944	comportamiento ejemplar .. no paga billete se cuela , le pillan y se pone chulo y amenaza , que buena es la inmigració … url	2018-8-6	0	0	La Puebla de Almoradiel	Castile-La Mancha	1	1	1
-804878480178606749	-301607240785140558	un policía nacional se infecta de sarna al trasladar a inmigrantes de una patera 😠 😠 😠 url	2018-8-6	x	x	Madrid	Community of Madrid	1	x	1
4320040025445563317	8369053002115580705	¿ alguien que tenga el numero del güero de super vale ?	2018-7-28	0	0	x	x	x	1	0
-3578388082002553507	3365885458544528651	baby yo sé , que tú eres bien puta yo lo sé 🎶 la puse en cuatro pero nunca la besé 🎶 😂 😂 😂	2018-1-9	0	1	x	x	0	0	1
-7539429064345033915	-2356323795393026530	yo cuando alguien me dice güera ? url	2018-8-2	1	1	x	x	0	1	0
6251793020259371434	4991529481485949930	cuando tu eres la única que sabe hacer picoway resolve y todas quieren que les enseñes , te sientes la más perra del mundo 😂 💆 🐩	2017-12-14	1	1	x	x	x	0	0
-8227645763761832021	734685966163308204	vivir a la defensiva en un bello lugar ... que todos podrían disfrutar , árabes e israelíes url	2018-8-6	0	0	Washington	District of Columbia	0	0	0
-5749342719098222604	6642695220795193014	internet se nos fue de las manos y muchas vidas la están pagando ahora . suicidios , acoso , violación a la privacidad … url	2017-12-11	x	x	x	x	0	x	0
-1096383447840836934	-2755084312457069049	user calláte perra sarnosa tú hablando de corrupción ... y se te olvido la salita del sin con tu cach ... montesinos ? ?	2017-12-12	x	x	x	x	0	x	1
272320634913989326	-1430528533055382421	¿ cuándo viajará la mujer a la luna ? cuando se tenga que limpiar .	2009-9-27	x	x	x	x	0	x	1
-5582008956965278317	-6538193130021514544	user estuve 7 horas ayudando a mi perra para que tenga a los perritos , hace 2 días que no dormía jajaja me lo merecía	2018-1-4	1	1	La Francia	Cordoba	0	0	0
-9214571534614496752	-8007003123613153233	user user zorra montesinos asi se llama keiko o tu madre ? bueno todos sabemos de donde viene … url	2017-12-20	1	1	x	x	x	0	0
4187217473104230075	7448063291702029872	en manos de falito_de_jerez hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag revolverjere … url	2018-8-4	0	1	Jerez de la Frontera	 Spain	1	0	0
-92499145462833277	532296629902352001	user callate hija de puta jajajajajajajajajaja	2018-1-4	x	x	Salta	Salta Province	0	x	0
9146413492955326762	2772437139891467425	user user user user user dalas tu eres la escoria ademas nadie se acostar … url	2017-12-24	x	x	Gold Hill	Oregon	0	x	1
2174826656938881968	134320673128330806	todos estan negados a enseñarme a manejar hijos de puta ya los voy a atropellar tarde o temprano	2018-1-14	1	1	Puerto Madryn	Chubut Province	0	0	0
-8826387467066052886	7746886742468454122	user no , tu eres puta y casta	2018-1-11	1	1	x	Quintana Roo	0	1	1
2293453847985077160	-5360687398788452177	y me pongo árabe cuando tomooo	2018-8-5	0	1	Santiago del Estero	Santiago del Estero Province	0	0	0
-1694799246207254859	6203471706407049764	frases árabes mas bellas del mundo – proverbios árabes url	2018-7-30	x	x	x	x	0	x	0
2382713648479951813	8044009827622972511	user user user { lilinette es una puta . pero tú eres un amor <3 }	2018-1-2	x	x	x	x	x	x	1
3900724466886033966	-2440310377650662663	el sábado en modo árabe como dijo david	2018-8-3	0	1	Santa Fe	Santa Fe Province	0	0	0
-3477691997646726992	-2225192069553656630	user callate si ni me mandas zorra	2017-12-30	x	x	x	x	x	x	1
1710129539649254421	-5114505221337675774	quiero pegarte pq estás bien imbécil y después darte un besito . 🙂	2018-1-3	1	1	x	x	x	0	0
1925540352108396929	3918715296470042270	a lo mejor si alguien no lucha por alguien es porque no mereces la puta pena , no siempre es culpa del que no lucha .	2017-12-15	x	x	x	x	x	x	0
8430147806305524014	4378092087019526713	infeliz no seria un termino que el se merezca ... no soy dios para juzgar , pero este hijo de puta merece el infierno … url	2017-12-20	0	1	Colón	Colón Province	0	1	0
-1857139100314410764	-5467407800575511937	joooooloooovvvv soy una mancha negra en una escuela de güeros .	2018-8-2	1	0	x	x	x	0	0
-7204276382208721550	7872126247465525341	la extrema derecha no engaña ya a nadie y menos a los que trabajan en ordenar la identificación , traslado ... guar … url	2018-8-1	x	x	x	x	x	x	0
-5853146661252144990	361680807805475195	user jajajajajajajajajajajajajjajajajajajaja cállate puta reventada . en 4 años me recibo ahre yaki	2017-12-17	0	1	x	x	x	0	1
-3000684819297847727	5722124366457720150	no entiendo las entradas a mi blog ... tengo público irlandes y de eeuu ? ? son bots ? me secuestraran los 3 arabes ? no … url	2018-7-30	1	1	x	Buenos Aires	0	1	0
-3536260335125805822	-1868244069215115959	user nos vas a enseñar la polla ? ? ?	2017-12-16	1	1	x	x	x	0	0
2776203322635293230	-8614296998210144270	user user na ma porque tú eres una perra sin corazón	2018-1-1	1	0	Bogota	Bogota	0	1	1
-7691557042413174240	-6966560315110976490	hola soy leo y tú ? ahhh sí , tú eres pendejo porque marcas vuelta cuando ya la estás dando hijo de tu puta madre	2018-1-7	0	1	Ensenada	Baja California	0	0	0
-7878756593015862356	9012605313296307454	el ministro alejandro finocchiaro user nos prometía finlandia 🇫 🇮 en educación hace poco con … url	2018-7-30	x	x	Tigre	Buenos Aires Province	0	x	1
-7254151285191538207	1566942324309111836	kamiiiiiiiigaaaaaa tu eres la amiga que se mete las pollas doblás en el cooooooñooooooo zorra vete a tomar por … url	2018-1-11	0	1	Montgat	Catalonia	1	0	1
-4183428552828553503	-2517525567336300809	pobre niño jesús ... porque si le llevan lo que tu eres le va a caer tremendo comunista hijo de puta encima ! desde v … url	2017-12-25	x	x	x	x	x	x	0
1901952404178201550	6055251029919834675	user user cállate pendejo . pinche zángano vividor del pueblo . nos jodes con su puta … url	2017-12-17	x	x	x	x	x	x	0
7444862271397244231	-7429532669661036685	ya cállate puta ni eres oficial user	2017-12-22	0	1	Mexico City	Mexico City	0	1	1
2043220195984780057	6626321102136126720	" también te estresa todo hermana " y bueno gil , callate la puta madre	2018-1-6	1	0	Artigas	Artigas Department	0	0	0
-6391678490373747997	-5822810653661055089	user exigen . perra asesina necesitamos tener te cerda hija de tu puta madre ratera como tú y los niños c … url	2017-12-12	0	0	x	x	x	1	1
5233700456853764554	7651961048559221155	user el empujón en plan cállate la puta bocaaa	2017-12-27	0	0	x	x	x	0	0
2344031068034980322	-5797872379870420933	user cállate mmvg , hoy te saco la puta 🖕	2017-12-23	1	0	x	x	0	1	0
6873455059677188763	7437741165634158666	user user user pues cállate ya de una puta vez que me has enviado casi 20 mensajes … url	2017-12-20	1	0	Bilbao	Basque Country	1	1	0
-6729602080896675476	-7699971261538107711	en mi casa parece a propósito , cuando duermo hablan casi gritando los hijos de puta les voy a enseñar a respetar a facazo limpio	2017-12-18	x	x	Luzuriaga	Basque Country	1	x	0
-4102451939954567587	3048870858721184283	por que las mujeres van de a 2 al baño ? por mientras una caga la otra le aprieta la cabeza para que salga toda la mierda .	2013-6-29	x	x	x	x	x	x	1
-841670544795371538	-306291653030235256	user callate hdp q vos con tus simios kk p o.pj ykk son la escoria rentada de este pais de cuarta gracias … url	2017-12-18	x	x	x	x	x	x	0
6048155337584725880	4179789207929043671	user callate , son la peor escoria ... malditos vos y tu partido ojalá ocupes rivotril para dormir porque … url	2017-12-18	1	1	Tegucigalpa	Francisco Morazán Department	0	0	0
-5477194281811026424	-5075970134259113341	cuando el coreano se pone caliente pero tu eres una perra fria mas fria que rusia gil culiao nomas url	2017-12-31	x	x	x	x	x	x	1
5988965950942314412	-8876111710042306920	user user si hay diferencia , si es tu conocida y sabés que no le va a molestar no es acoso . cualqui … url	2017-12-21	0	0	x	x	0	1	0
7741002866288444735	-2017658468832063252	user hola héctor , con todo el respeto que te mereces , que profesión tienes hijo de puta ?	2017-12-12	x	x	Lima	Callao Region	0	x	0
2044506145975982789	-8465599220109897772	user tu eres puta aquí , si no te gusta lyna tampoco para andarla insultando por el mundo estupida de mierda	2017-12-12	x	x	x	x	x	x	1
-1939793494317405293	862741014248134333	su eres nazi mereces que un hijo de puta más hijo de puta que tú te mate . y así construiremos un futuro alucinante . … url	2017-12-13	0	1	Vigo	Galicia	1	0	0
-9101039466738894522	8825486840467433098	marlaska ha nombrado jefe de la uco a quien hasta ahora estaba al frente de los grs , el grupo de la user q … url	2018-8-3	0	0	x	x	x	0	0
-3962066356348757568	2665932538306196434	¿ qué pensáis de este artículo ? url	2018-8-5	x	x	Zaragoza	Aragon	1	x	0
2374280845759503592	5606703398208018923	user user sé mi putita . llámame guarra muerdeme los pezones ayyyys ve a buscar al niño al cole .	2018-1-11	1	1	x	x	x	1	1
-8625496792536070136	6997428440995797797	“ el maestro decía que viniéramos en minifalda y sin bragas ” el acoso sexual que hacía un maestro en la universidad … url	2017-12-13	x	x	Mexico City	Mexico City	0	x	0
-8216829960795037774	3048870858721184283	y a mercurio ? cuando acabe con la luna	2013-4-3	x	x	x	x	x	x	0
-3799347641721133459	-39438479558381427	user callate y retoma la puta serie	2018-1-12	1	1	x	x	x	1	0
-8450134031659566149	-4728674276914294088	🗞 leer a sami naïr para entender mejor a europa : " el temor delante de la inmigración no es producto de una xenofo … url	2018-8-5	0	1	Madrid	Comunidad de Madrid	1	1	0
-1397638853933174990	3048870858721184283	¿ cual es el dia de la mujer ? - el dia menos pensado -	2013-6-29	x	x	x	x	x	x	1
-2134032127905947574	3446202158170512117	user si vas a enseñar enséña bien hija de tu puta madre siempre es la misma mierda ... pendeja	2017-12-30	x	x	Los Angeles	California	0	x	1
4514658466870369269	4879924022961925752	user genial eso de reíros en la cara de las prostitutas que hayan elegido , libremente , ser lo que son . sa … url	2017-12-24	0	0	Alicante	Valencian Community	1	1	0
-2474316799868832710	5245445897173555941	yo tenia un folio lleno de mapas que mis hermanas no usaron y me quedaban a mi y al que me pidiera url	2018-8-6	1	0	El Calafate	Santa Cruz Province	0	1	0
891196348448053183	-4029176437915648197	user cállate perra	2017-12-21	1	1	x	x	x	1	1
7387219459395679628	1869439348927534285	user tu eres una zorra ladrona no me diste mi cuenta del directo buuu pasado de jaime 🕳 👓 💢 👓 💤 💨 🕳 💣 ❣ 💛 ❣ 💣 💦 💨 💜 ❣ 💛 ❣ 💣 💟 🗯 💭 🗨 🕳 👓	2018-1-9	x	x	x	x	x	x	1
-7325394290921832332	3252089104348818199	mi perra me odia , es enseñarle la correa pa salir a pasear y se pira corriendo a esconderse . es mas vaga que yo casi	2017-12-25	x	x	x	x	x	x	0
7326478992918053892	-8597114423758504556	sabes provocar eructos aposta sin necesidad de beber cocacola ni nada con gas ? — sois una puta pesadilla . url	2018-1-3	1	1	Barcelona	Catalonia	1	0	0
6812407573582754243	-3881012425444290027	nosotros como tu dices seremos gentuza , tu eres una gran hija de puta , además con pinta de zorrauser	2017-12-28	x	x	x	x	1	x	1
-932269172237803613	8707807165295827359	refugios de menores inmigrantes en manos de depredadores sexuales ⁦ user ⁩ ⁦ user ⁩ ⁦ user ⁩ ⁦ … url	2018-8-6	x	x	Mexico City	Mexico City	0	x	0
2503145523140374945	8106804881536315660	ojalá poder pegarle un puñetazo a mi cerebro y decirle que me deje ya en paz macho que insistente eres cállate ya la puta boca joder	2018-1-7	1	1	x	x	x	0	0
2888883208344878242	-4844416166246037660	user puta , tantos años de ser bff y ni sabes que perfectamente yo te puedo enseñar . 😒	2017-12-24	0	1	x	x	0	0	1
8878599655882114247	2323460925739267169	me ha gustado un vídeo de user ( url - caillou entra en la matrix ( episodio 5 ) español sudaca hd ) .	2018-7-30	x	x	x	x	x	x	0
8398417363469651474	-3727572097861391439	user on tu eres muy perra	2017-12-22	0	0	x	x	x	1	1
4460850917807766265	-2372197914060013792	de repente me siguieron 3 cuentas verificadas arabes , help no quiero morir	2018-8-6	0	1	x	x	x	0	0
8224238632137389128	-4469730364868613402	user user cállate la boca gordo hijo de puta	2017-12-18	0	1	Ruskin	Florida	0	0	0
-4358763876663811111	5225467910263737485	mientras el presidente okupa sigue de vacaciones cada día llegan a españa cientos de inmigrantes ilegales por el ef … url	2018-8-6	x	x	x	x	x	x	0
4718936682762159913	-8398041319259338163	hay varias paginas de feministas a las que deberia darles verguenza exponer sus ideas ya que no tienen ni pies ni cabeza	2016-8-30	x	x	x	x	x	x	1
-8993404767564187465	-525045425747705493	quien coño esta votando me cago en la puta os merecéis un machete en la tráquea siempre fiel a las lentejas cabrones url	2018-1-1	x	x	x	x	x	x	0
-4566094132445587965	-4974367245570045001	cifra de inmigrantes indocumentados que llegó a españa ya supera a la de todo el 2017 url	2018-7-31	x	x	Lima	Callao Region	0	x	0
-5372460548440747108	4618535844610877882	un día largo callate hijo de puta estabas jugando al pádel	2017-12-19	1	0	x	x	x	0	0
-7731754181840752950	-6697363031242769941	las ganadoras del primer sorteo de entradas para la única fiesta exclusiva para mayores de 18 años de sudaca & la isl … url	2018-8-6	x	x	x	Florida Department	0	x	0
-7697414201992105513	1541402748377736956	y tenes la cara para decir “ se lo merecía ” perra dejame no decirte lo que te mereces porque no estoy tratando de qu … url	2018-1-5	1	1	x	x	x	1	1
4370198336800281421	5161729645507751821	les arabes 😭 url	2018-8-4	x	x	Metz	Grand Est	0	x	0
-4442139813259970170	-7168939836599649507	user pasa buenas fiestas con tu familia tu que puedes . hashtag y callate la puta boca . … url	2017-12-12	1	0	Orlando	Florida	0	1	0
-150046095511390216	5431334897704479237	user user aunque no todos seamos violadores , no la culpo en absoluto . si no eres como esa escoria … url	2018-1-2	0	1	x	x	x	0	0
-8196714852220578162	-4799242610031146489	user user user user callate hijo de tu puta madre	2018-1-5	0	1	x	x	0	0	0
-3704754860283517808	8187251506887600470	hashtag escándalos de acoso sexual y el riesgo de banalizar la violación url vía user	2017-12-17	x	x	Ciudad Juárez	Chihuahua	0	x	0
4600476460446667404	8137255345596965496	según mi abuela natacha jaitt se merecía que le pegue su ex . por haberle hecho " eso " a latorre , por qué es puta , po … url	2017-12-17	0	1	Buenos Aires	Buenos Aires	0	1	1
-195943951132571571	-1958994435843495232	jajajaja ! qué tíos cachondos los albañiles : url cómo bromean .	2015-10-16	x	x	x	x	x	x	0
4177769543374467654	88517702992395487	de ella me quedo el gusto por la música árabe ☺	2018-8-3	0	0	x	x	x	1	0
7734251735090317174	-4287155939215051544	laredo texas : aseguran a 25 indocumentados 14 viajaban escondidos en cajas de carton url	2018-7-29	x	x	x	x	0	x	0
-2332351023634203633	-386746867980178427	denuncian abuso sexual en refugio de niños inmigrantes de arizona | diario noticias web url	2018-8-6	1	0	x	x	x	0	0
9036726941511049627	-3973945170767440578	user claro , por subir la foto que le dé la puta gana a su twitter es una guarra . asocias enseñar carne con se … url	2018-1-12	x	x	Barakaldo	Basque Country	1	x	0
4215761069231665771	8348276068621692954	al dueño borracho d este coche q m acabo d encontrar abandonado en una cuneta : mereces lo q t ha pasado hijo d puta … url	2017-12-25	0	0	Seville	Andalusia	1	0	0
-1727450852888924637	8560286421890206868	user user user user user dr . en que materia lo enseñaron ese vocabulario de perra de burdel ?	2018-1-13	0	0	Charallave	Miranda	0	1	0
-1235201115226843526	4695146587736211855	instan a granjeros de colorado a “ defender ” a sus trabajadores indocumentados url url	2018-8-1	0	1	x	Florida	0	1	0
8768358799501286257	-7015517608551363659	acabas en los calabozos t desahucian d tu casa y si t atreves a protestar , t denuncian por ser una sin papeles y t … url	2018-8-3	0	1	x	x	1	1	1
-6095159358636907678	-9113300456091032532	buenos días güera , solo pasó a desearte u lindo fin de semana en compañía de tú príncipe . qué se diviertan mucho y … url	2018-7-28	1	0	x	Tarapacá Region	0	0	0
-3021728094685638537	140182052963835273	¿ hipocresía de estados unidos frente al conflicto nicaragüense ? url vía user	2018-8-5	x	x	x	x	x	x	0
-1425433833434968363	8392242885642373559	user user callate puta de mierda , respeta al dios	2017-12-29	x	x	x	x	x	x	1
-3762578242043014789	-1930135928147844558	mecagontodo 2 tíos en clase aprueban y llevan 35 min quejándose de su nota tío que has aprobado callate la puta boca 😂	2017-12-21	x	x	Zaragoza	Aragon	1	x	0
-5831996973247577835	-5741492382080753676	placer morboso posar la punta de mi polla en tu coño y empujar despacio , sentir como se amolda a mis venas , la pres … url	2017-12-14	0	0	x	x	1	1	0
1066103565530690439	3237201146426602731	user escuché muy atentamente su intervención y no pudo decir más tonterías en menos tiempo . no tiene ni puta … url	2017-12-17	x	x	München	Bayern	0	x	0
-3886342442323869548	313710155950545589	esas cosas y otras pueden pasar por mantener a la inmigracion ilegal en españa y no expulsarlos ¿ no ? - la agresión … url	2018-8-6	x	x	Barcelona	Catalonia	1	x	1
-1104035167931748463	2880710586685396186	buah chaval se me han saltado las lagrimas de lo bien que lo ha hecho . ana war eres la puta ama tia te mereces tod … url	2017-12-16	1	1	x	x	x	0	0
3104827343525884923	-3346729483257688466	nuestra directora ejecutiva alexandra sossa estará hablando en la radio sobre problemas que uno confronta en el tra … url	2018-7-30	x	x	x	Illinois	0	x	0
-73311945975823240	4845414879148594649	que las mujeres son perras 🐶 o . o ? no parcero no hay mujer perra 🐶 sino cansada de que un hombre no le demuestre ... url	2018-1-10	x	x	x	x	0	x	0
-807390241091983047	1204901293312527070	de los moros no se puede esperar nada bueno , y esto te lo dicen los propios árabes . que también han luchado contra … url	2018-8-3	x	x	x	Sonora	0	x	1
99302909293372785	2727254349024377525	user callate puta si vos te tomas hasta el agua de la zanja	2017-12-26	1	1	Buenos Aires	Buenos Aires	0	1	1
-4341562364629319622	7769647708878509508	esta chica denuncia una violación invisibilizada y lo que os preocupa es que diga que el agresor tenía polla . soi … url	2018-1-3	0	1	Seville	Andalusia	1	0	0
-8530464296639050082	916538252772503655	siento que mi güera user vino a rompernos el estereotipo de la tía que se la pasa cuidando a sus chingos de plan … url	2018-8-3	1	1	Bellevue	Washington	0	0	0
4946162164920120435	-6898074029580752552	no soy racista pero que asco dan los putos moros . como dependiese de mi que entrasen en españa lo llevaban claro es … url	2018-7-30	x	x	x	x	x	x	1
5697974935918990984	4556098378083296644	y hoy sábado también se trabaja ! porque tocó ser linda pero no millonaria 😂 😂 😋 😋 hashtag hashtag hashtag url	2018-8-4	1	0	Mexico City	Mexico City	0	0	0
